transaction_id,customer_id,customer_name,customer_email,customer_country,product_id,product_name,product_category,product_price,quantity,amount,transaction_date
818,25,Customer_25,cust25@example.com,UK,4,Keyboard,Accessories,100.0,3,300.0,2025-01-25
819,10,Customer_10,cust10@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-04-12
820,47,Customer_47,cust47@example.com,UK,1,Laptop,Electronics,1200.0,3,3600.0,2025-11-30
821,26,Customer_26,cust26@example.com,AU,5,Mouse,Accessories,50.0,5,250.0,2025-09-09
822,18,Customer_18,cust18@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-10-28
823,31,Customer_31,cust31@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-04-10
824,9,Customer_9,cust9@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-08-23
825,37,Customer_37,cust37@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-07-17
826,43,Customer_43,cust43@example.com,AU,2,Phone,Electronics,800.0,5,4000.0,2025-10-10
827,41,Customer_41,cust41@example.com,US,4,Keyboard,Accessories,100.0,4,400.0,2025-05-01
828,18,Customer_18,cust18@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-10-14
829,3,Customer_3,cust3@example.com,AU,1,Laptop,Electronics,1200.0,2,2400.0,2025-12-06
830,49,Customer_49,cust49@example.com,CA,5,Mouse,Accessories,50.0,5,250.0,2025-10-18
831,5,Customer_5,cust5@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-25
832,30,Customer_30,cust30@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-09-13
833,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,1,100.0,2025-04-25
834,25,Customer_25,cust25@example.com,UK,2,Phone,Electronics,800.0,2,1600.0,2025-02-11
835,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,1,100.0,2025-06-14
836,42,Customer_42,cust42@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-10-06
837,3,Customer_3,cust3@example.com,AU,5,Mouse,Accessories,50.0,5,250.0,2025-05-26
838,26,Customer_26,cust26@example.com,AU,3,Monitor,Electronics,400.0,3,1200.0,2025-06-20
839,14,Customer_14,cust14@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-08-09
840,43,Customer_43,cust43@example.com,AU,1,Laptop,Electronics,1200.0,1,1200.0,2025-08-06
841,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-06-03
842,17,Customer_17,cust17@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-10-10
843,13,Customer_13,cust13@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-09-02
844,43,Customer_43,cust43@example.com,AU,5,Mouse,Accessories,50.0,3,150.0,2025-10-17
845,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,1,100.0,2025-05-06
846,31,Customer_31,cust31@example.com,CA,5,Mouse,Accessories,50.0,1,50.0,2025-04-14
847,9,Customer_9,cust9@example.com,US,5,Mouse,Accessories,50.0,5,250.0,2025-02-17
848,6,Customer_6,cust6@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-02-01
849,37,Customer_37,cust37@example.com,CA,5,Mouse,Accessories,50.0,1,50.0,2025-04-30
850,2,Customer_2,cust2@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-04-14
851,47,Customer_47,cust47@example.com,UK,3,Monitor,Electronics,400.0,4,1600.0,2025-03-21
852,31,Customer_31,cust31@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-11-05
853,11,Customer_11,cust11@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-03-03
854,4,Customer_4,cust4@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-02-23
855,6,Customer_6,cust6@example.com,US,3,Monitor,Electronics,400.0,3,1200.0,2025-10-31
856,15,Customer_15,cust15@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-08-22
857,30,Customer_30,cust30@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-09-13
858,15,Customer_15,cust15@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-05-06
859,27,Customer_27,cust27@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-03-10
860,47,Customer_47,cust47@example.com,UK,4,Keyboard,Accessories,100.0,3,300.0,2025-04-29
861,43,Customer_43,cust43@example.com,AU,2,Phone,Electronics,800.0,4,3200.0,2025-07-13
862,3,Customer_3,cust3@example.com,AU,3,Monitor,Electronics,400.0,5,2000.0,2025-05-31
863,32,Customer_32,cust32@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-08-10
864,18,Customer_18,cust18@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-07-14
865,36,Customer_36,cust36@example.com,CA,4,Keyboard,Accessories,100.0,2,200.0,2025-05-02
866,13,Customer_13,cust13@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-04-16
867,16,Customer_16,cust16@example.com,UK,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-12
868,30,Customer_30,cust30@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-03-18
869,49,Customer_49,cust49@example.com,CA,4,Keyboard,Accessories,100.0,2,200.0,2025-02-23
870,32,Customer_32,cust32@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-01-28
871,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,3,300.0,2025-01-17
872,8,Customer_8,cust8@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-02-27
873,24,Customer_24,cust24@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-05-21
874,19,Customer_19,cust19@example.com,AU,4,Keyboard,Accessories,100.0,2,200.0,2025-02-18
875,31,Customer_31,cust31@example.com,CA,1,Laptop,Electronics,1200.0,2,2400.0,2025-06-04
876,27,Customer_27,cust27@example.com,CA,3,Monitor,Electronics,400.0,3,1200.0,2025-02-16
877,27,Customer_27,cust27@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-11-05
878,48,Customer_48,cust48@example.com,AU,4,Keyboard,Accessories,100.0,2,200.0,2025-05-09
879,15,Customer_15,cust15@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-09-04
880,7,Customer_7,cust7@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-03-10
881,9,Customer_9,cust9@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-07-28
882,25,Customer_25,cust25@example.com,UK,1,Laptop,Electronics,1200.0,4,4800.0,2025-10-23
883,22,Customer_22,cust22@example.com,AU,3,Monitor,Electronics,400.0,5,2000.0,2025-03-09
884,24,Customer_24,cust24@example.com,CA,2,Phone,Electronics,800.0,1,800.0,2025-12-18
885,49,Customer_49,cust49@example.com,CA,3,Monitor,Electronics,400.0,3,1200.0,2025-12-05
886,24,Customer_24,cust24@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-18
887,8,Customer_8,cust8@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-09-11
888,6,Customer_6,cust6@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-11-10
889,28,Customer_28,cust28@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-11-16
890,21,Customer_21,cust21@example.com,US,5,Mouse,Accessories,50.0,4,200.0,2025-04-09
891,42,Customer_42,cust42@example.com,CA,3,Monitor,Electronics,400.0,3,1200.0,2025-11-09
892,3,Customer_3,cust3@example.com,AU,4,Keyboard,Accessories,100.0,3,300.0,2025-04-17
893,9,Customer_9,cust9@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-11-26
894,36,Customer_36,cust36@example.com,CA,4,Keyboard,Accessories,100.0,2,200.0,2025-02-27
895,49,Customer_49,cust49@example.com,CA,2,Phone,Electronics,800.0,4,3200.0,2025-12-30
896,35,Customer_35,cust35@example.com,US,2,Phone,Electronics,800.0,1,800.0,2025-11-02
897,42,Customer_42,cust42@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-03-20
898,18,Customer_18,cust18@example.com,US,2,Phone,Electronics,800.0,1,800.0,2025-12-17
899,38,Customer_38,cust38@example.com,AU,1,Laptop,Electronics,1200.0,4,4800.0,2025-05-05
900,18,Customer_18,cust18@example.com,US,4,Keyboard,Accessories,100.0,1,100.0,2025-03-06
901,47,Customer_47,cust47@example.com,UK,4,Keyboard,Accessories,100.0,4,400.0,2025-04-23
902,20,Customer_20,cust20@example.com,AU,2,Phone,Electronics,800.0,1,800.0,2025-10-07
903,21,Customer_21,cust21@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-09-20
904,33,Customer_33,cust33@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-03-22
905,7,Customer_7,cust7@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-23
906,2,Customer_2,cust2@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-05-07
907,31,Customer_31,cust31@example.com,CA,4,Keyboard,Accessories,100.0,3,300.0,2025-05-02
908,39,Customer_39,cust39@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2025-02-22
909,1,Customer_1,cust1@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-04-15
910,42,Customer_42,cust42@example.com,CA,5,Mouse,Accessories,50.0,3,150.0,2025-08-27
911,48,Customer_48,cust48@example.com,AU,4,Keyboard,Accessories,100.0,5,500.0,2025-05-02
912,33,Customer_33,cust33@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-09-06
913,32,Customer_32,cust32@example.com,CA,5,Mouse,Accessories,50.0,5,250.0,2025-10-28
914,7,Customer_7,cust7@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-01-18
915,37,Customer_37,cust37@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2025-06-21
916,12,Customer_12,cust12@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-09-04
917,1,Customer_1,cust1@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-10-19
918,26,Customer_26,cust26@example.com,AU,3,Monitor,Electronics,400.0,2,800.0,2025-08-02
919,41,Customer_41,cust41@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-03-06
920,30,Customer_30,cust30@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-03-31
921,10,Customer_10,cust10@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-02-09
922,39,Customer_39,cust39@example.com,AU,2,Phone,Electronics,800.0,3,2400.0,2025-09-12
923,10,Customer_10,cust10@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-05-23
924,37,Customer_37,cust37@example.com,CA,2,Phone,Electronics,800.0,1,800.0,2025-05-26
925,31,Customer_31,cust31@example.com,CA,3,Monitor,Electronics,400.0,2,800.0,2025-12-05
926,21,Customer_21,cust21@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-08-11
927,41,Customer_41,cust41@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-12-16
928,36,Customer_36,cust36@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-12-22
929,36,Customer_36,cust36@example.com,CA,2,Phone,Electronics,800.0,4,3200.0,2025-06-07
930,44,Customer_44,cust44@example.com,UK,3,Monitor,Electronics,400.0,1,400.0,2025-07-11
931,34,Customer_34,cust34@example.com,UK,5,Mouse,Accessories,50.0,4,200.0,2025-11-19
932,14,Customer_14,cust14@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-06-04
933,20,Customer_20,cust20@example.com,AU,1,Laptop,Electronics,1200.0,2,2400.0,2025-02-20
934,17,Customer_17,cust17@example.com,CA,3,Monitor,Electronics,400.0,4,1600.0,2025-02-19
935,33,Customer_33,cust33@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-11-30
936,30,Customer_30,cust30@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-12-13
937,42,Customer_42,cust42@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-07-02
938,2,Customer_2,cust2@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-07-21
939,39,Customer_39,cust39@example.com,AU,2,Phone,Electronics,800.0,1,800.0,2025-10-14
940,30,Customer_30,cust30@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-06-03
941,13,Customer_13,cust13@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-12-20
942,47,Customer_47,cust47@example.com,UK,4,Keyboard,Accessories,100.0,4,400.0,2025-12-21
943,38,Customer_38,cust38@example.com,AU,3,Monitor,Electronics,400.0,4,1600.0,2025-06-04
944,24,Customer_24,cust24@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-09-06
945,45,Customer_45,cust45@example.com,AU,3,Monitor,Electronics,400.0,5,2000.0,2025-04-15
946,35,Customer_35,cust35@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-07-14
947,2,Customer_2,cust2@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-03-14
948,12,Customer_12,cust12@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-12-21
949,12,Customer_12,cust12@example.com,US,2,Phone,Electronics,800.0,1,800.0,2025-02-17
950,7,Customer_7,cust7@example.com,US,1,Laptop,Electronics,1200.0,5,6000.0,2025-02-26
951,23,Customer_23,cust23@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-06-17
952,44,Customer_44,cust44@example.com,UK,1,Laptop,Electronics,1200.0,2,2400.0,2025-02-26
953,20,Customer_20,cust20@example.com,AU,5,Mouse,Accessories,50.0,5,250.0,2025-11-05
954,28,Customer_28,cust28@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-03-11
955,1,Customer_1,cust1@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-02-17
956,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,3,300.0,2025-01-20
957,14,Customer_14,cust14@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-11-24
958,31,Customer_31,cust31@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-07-10
959,37,Customer_37,cust37@example.com,CA,5,Mouse,Accessories,50.0,1,50.0,2025-02-13
960,34,Customer_34,cust34@example.com,UK,4,Keyboard,Accessories,100.0,2,200.0,2025-11-28
961,1,Customer_1,cust1@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-02-09
962,33,Customer_33,cust33@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-11-17
963,25,Customer_25,cust25@example.com,UK,2,Phone,Electronics,800.0,2,1600.0,2025-02-06
964,35,Customer_35,cust35@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-04-22
965,23,Customer_23,cust23@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-09-17
966,10,Customer_10,cust10@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-10-01
967,47,Customer_47,cust47@example.com,UK,5,Mouse,Accessories,50.0,1,50.0,2025-10-17
968,18,Customer_18,cust18@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-10-13
969,14,Customer_14,cust14@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-05-01
970,25,Customer_25,cust25@example.com,UK,5,Mouse,Accessories,50.0,2,100.0,2025-05-31
971,15,Customer_15,cust15@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-01-15
972,37,Customer_37,cust37@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-08-26
973,10,Customer_10,cust10@example.com,CA,4,Keyboard,Accessories,100.0,4,400.0,2025-10-12
974,16,Customer_16,cust16@example.com,UK,5,Mouse,Accessories,50.0,2,100.0,2025-03-29
975,49,Customer_49,cust49@example.com,CA,4,Keyboard,Accessories,100.0,5,500.0,2025-05-20
976,1,Customer_1,cust1@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-02-03
977,25,Customer_25,cust25@example.com,UK,5,Mouse,Accessories,50.0,2,100.0,2025-10-11
978,49,Customer_49,cust49@example.com,CA,1,Laptop,Electronics,1200.0,1,1200.0,2025-03-01
979,44,Customer_44,cust44@example.com,UK,2,Phone,Electronics,800.0,1,800.0,2025-08-05
980,43,Customer_43,cust43@example.com,AU,5,Mouse,Accessories,50.0,3,150.0,2025-03-28
981,31,Customer_31,cust31@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-09-12
982,4,Customer_4,cust4@example.com,US,3,Monitor,Electronics,400.0,2,800.0,2025-11-27
983,9,Customer_9,cust9@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-03-06
984,13,Customer_13,cust13@example.com,US,3,Monitor,Electronics,400.0,4,1600.0,2025-09-01
985,24,Customer_24,cust24@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-02-04
986,12,Customer_12,cust12@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-10-11
987,19,Customer_19,cust19@example.com,AU,4,Keyboard,Accessories,100.0,5,500.0,2025-04-06
988,32,Customer_32,cust32@example.com,CA,4,Keyboard,Accessories,100.0,5,500.0,2025-10-01
989,39,Customer_39,cust39@example.com,AU,1,Laptop,Electronics,1200.0,4,4800.0,2025-12-26
990,26,Customer_26,cust26@example.com,AU,5,Mouse,Accessories,50.0,4,200.0,2025-11-08
991,33,Customer_33,cust33@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-05-03
992,6,Customer_6,cust6@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-10-27
993,43,Customer_43,cust43@example.com,AU,3,Monitor,Electronics,400.0,4,1600.0,2025-07-08
994,26,Customer_26,cust26@example.com,AU,2,Phone,Electronics,800.0,1,800.0,2026-01-09
995,31,Customer_31,cust31@example.com,CA,1,Laptop,Electronics,1200.0,2,2400.0,2025-07-21
996,10,Customer_10,cust10@example.com,CA,3,Monitor,Electronics,400.0,5,2000.0,2025-05-10
997,24,Customer_24,cust24@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-12-04
998,29,Customer_29,cust29@example.com,AU,4,Keyboard,Accessories,100.0,3,300.0,2025-09-18
999,48,Customer_48,cust48@example.com,AU,2,Phone,Electronics,800.0,5,4000.0,2025-06-20
1000,39,Customer_39,cust39@example.com,AU,1,Laptop,Electronics,1200.0,4,4800.0,2025-04-09
1001,49,Customer_49,cust49@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-11-17
1002,20,Customer_20,cust20@example.com,AU,5,Mouse,Accessories,50.0,3,150.0,2026-01-12
1003,21,Customer_21,cust21@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-12-02
1004,31,Customer_31,cust31@example.com,CA,2,Phone,Electronics,800.0,2,1600.0,2026-01-08
1005,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-10-20
1006,30,Customer_30,cust30@example.com,US,4,Keyboard,Accessories,100.0,1,100.0,2025-10-15
1007,38,Customer_38,cust38@example.com,AU,3,Monitor,Electronics,400.0,4,1600.0,2025-04-15
1008,7,Customer_7,cust7@example.com,US,5,Mouse,Accessories,50.0,1,50.0,2025-12-01
1009,40,Customer_40,cust40@example.com,UK,5,Mouse,Accessories,50.0,2,100.0,2025-06-11
1010,10,Customer_10,cust10@example.com,CA,2,Phone,Electronics,800.0,4,3200.0,2025-11-28
1011,29,Customer_29,cust29@example.com,AU,1,Laptop,Electronics,1200.0,2,2400.0,2025-05-06
1012,35,Customer_35,cust35@example.com,US,1,Laptop,Electronics,1200.0,3,3600.0,2025-06-11
1013,5,Customer_5,cust5@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-02-24
1014,6,Customer_6,cust6@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-09-26
1015,30,Customer_30,cust30@example.com,US,2,Phone,Electronics,800.0,1,800.0,2025-08-31
1016,24,Customer_24,cust24@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-03-20
1017,22,Customer_22,cust22@example.com,AU,2,Phone,Electronics,800.0,5,4000.0,2025-12-13
1018,41,Customer_41,cust41@example.com,US,2,Phone,Electronics,800.0,2,1600.0,2025-06-07
1019,16,Customer_16,cust16@example.com,UK,3,Monitor,Electronics,400.0,1,400.0,2025-09-02
1020,26,Customer_26,cust26@example.com,AU,2,Phone,Electronics,800.0,5,4000.0,2025-03-04
1021,50,Customer_50,cust50@example.com,UK,4,Keyboard,Accessories,100.0,2,200.0,2025-08-17
1022,16,Customer_16,cust16@example.com,UK,5,Mouse,Accessories,50.0,4,200.0,2025-11-06
1023,8,Customer_8,cust8@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-02-09
1024,13,Customer_13,cust13@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-10-04
1025,30,Customer_30,cust30@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-07-23
1026,23,Customer_23,cust23@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-03-12
1027,32,Customer_32,cust32@example.com,CA,5,Mouse,Accessories,50.0,5,250.0,2025-07-28
1028,44,Customer_44,cust44@example.com,UK,3,Monitor,Electronics,400.0,2,800.0,2025-12-15
1029,28,Customer_28,cust28@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-03-13
1030,9,Customer_9,cust9@example.com,US,3,Monitor,Electronics,400.0,3,1200.0,2025-08-16
1031,45,Customer_45,cust45@example.com,AU,1,Laptop,Electronics,1200.0,5,6000.0,2025-03-15
1032,1,Customer_1,cust1@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-06-20
1033,41,Customer_41,cust41@example.com,US,3,Monitor,Electronics,400.0,1,400.0,2025-01-23
1034,19,Customer_19,cust19@example.com,AU,4,Keyboard,Accessories,100.0,2,200.0,2025-11-05
1035,18,Customer_18,cust18@example.com,US,1,Laptop,Electronics,1200.0,1,1200.0,2025-04-15
1036,27,Customer_27,cust27@example.com,CA,1,Laptop,Electronics,1200.0,5,6000.0,2025-05-08
1037,14,Customer_14,cust14@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-04-12
1038,29,Customer_29,cust29@example.com,AU,4,Keyboard,Accessories,100.0,3,300.0,2025-12-26
1039,45,Customer_45,cust45@example.com,AU,4,Keyboard,Accessories,100.0,3,300.0,2025-06-18
1040,48,Customer_48,cust48@example.com,AU,4,Keyboard,Accessories,100.0,5,500.0,2025-02-23
1041,29,Customer_29,cust29@example.com,AU,1,Laptop,Electronics,1200.0,2,2400.0,2025-04-23
1042,30,Customer_30,cust30@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-02-06
1043,19,Customer_19,cust19@example.com,AU,1,Laptop,Electronics,1200.0,5,6000.0,2025-11-02
1044,2,Customer_2,cust2@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-06-14
1045,6,Customer_6,cust6@example.com,US,5,Mouse,Accessories,50.0,4,200.0,2025-07-26
1046,41,Customer_41,cust41@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-05-18
1047,29,Customer_29,cust29@example.com,AU,5,Mouse,Accessories,50.0,1,50.0,2025-01-25
1048,12,Customer_12,cust12@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-01-26
1049,2,Customer_2,cust2@example.com,US,4,Keyboard,Accessories,100.0,5,500.0,2025-03-09
1050,41,Customer_41,cust41@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-12-10
1051,25,Customer_25,cust25@example.com,UK,3,Monitor,Electronics,400.0,4,1600.0,2025-12-14
1052,50,Customer_50,cust50@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-11-02
1053,28,Customer_28,cust28@example.com,CA,1,Laptop,Electronics,1200.0,3,3600.0,2025-04-04
1054,13,Customer_13,cust13@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-08-10
1055,50,Customer_50,cust50@example.com,UK,5,Mouse,Accessories,50.0,3,150.0,2025-08-20
1056,7,Customer_7,cust7@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-04-15
1057,5,Customer_5,cust5@example.com,US,5,Mouse,Accessories,50.0,3,150.0,2025-09-10
1058,7,Customer_7,cust7@example.com,US,3,Monitor,Electronics,400.0,1,400.0,2026-01-05
1059,18,Customer_18,cust18@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-09-04
1060,26,Customer_26,cust26@example.com,AU,2,Phone,Electronics,800.0,3,2400.0,2025-06-20
1061,40,Customer_40,cust40@example.com,UK,4,Keyboard,Accessories,100.0,1,100.0,2025-09-22
1062,33,Customer_33,cust33@example.com,US,4,Keyboard,Accessories,100.0,3,300.0,2025-04-23
1063,6,Customer_6,cust6@example.com,US,2,Phone,Electronics,800.0,3,2400.0,2025-02-20
1064,40,Customer_40,cust40@example.com,UK,1,Laptop,Electronics,1200.0,1,1200.0,2025-11-19
1065,21,Customer_21,cust21@example.com,US,4,Keyboard,Accessories,100.0,2,200.0,2025-02-24
1066,26,Customer_26,cust26@example.com,AU,5,Mouse,Accessories,50.0,2,100.0,2025-09-06
1067,44,Customer_44,cust44@example.com,UK,2,Phone,Electronics,800.0,5,4000.0,2025-02-17
1068,11,Customer_11,cust11@example.com,CA,1,Laptop,Electronics,1200.0,4,4800.0,2025-05-03
1069,15,Customer_15,cust15@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-10-23
1070,11,Customer_11,cust11@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-08-30
1071,34,Customer_34,cust34@example.com,UK,1,Laptop,Electronics,1200.0,1,1200.0,2025-05-08
1072,41,Customer_41,cust41@example.com,US,5,Mouse,Accessories,50.0,2,100.0,2025-12-19
1073,41,Customer_41,cust41@example.com,US,3,Monitor,Electronics,400.0,5,2000.0,2025-08-12
1074,42,Customer_42,cust42@example.com,CA,5,Mouse,Accessories,50.0,4,200.0,2025-08-31
1075,40,Customer_40,cust40@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-08-01
1076,46,Customer_46,cust46@example.com,US,2,Phone,Electronics,800.0,5,4000.0,2025-09-15
1077,48,Customer_48,cust48@example.com,AU,5,Mouse,Accessories,50.0,4,200.0,2025-03-30
1078,40,Customer_40,cust40@example.com,UK,5,Mouse,Accessories,50.0,5,250.0,2025-10-23
1079,10,Customer_10,cust10@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-06-09
1080,40,Customer_40,cust40@example.com,UK,3,Monitor,Electronics,400.0,4,1600.0,2025-02-03
1081,38,Customer_38,cust38@example.com,AU,2,Phone,Electronics,800.0,5,4000.0,2025-08-09
1082,8,Customer_8,cust8@example.com,US,1,Laptop,Electronics,1200.0,2,2400.0,2025-12-01
1083,50,Customer_50,cust50@example.com,UK,1,Laptop,Electronics,1200.0,2,2400.0,2025-08-06
1084,37,Customer_37,cust37@example.com,CA,3,Monitor,Electronics,400.0,1,400.0,2025-12-18
1085,49,Customer_49,cust49@example.com,CA,2,Phone,Electronics,800.0,3,2400.0,2025-02-22
1086,21,Customer_21,cust21@example.com,US,3,Monitor,Electronics,400.0,3,1200.0,2025-08-03
1087,1,Customer_1,cust1@example.com,US,2,Phone,Electronics,800.0,4,3200.0,2025-04-02
1088,3,Customer_3,cust3@example.com,AU,4,Keyboard,Accessories,100.0,2,200.0,2025-01-19
1089,46,Customer_46,cust46@example.com,US,1,Laptop,Electronics,1200.0,4,4800.0,2025-06-02
1090,17,Customer_17,cust17@example.com,CA,5,Mouse,Accessories,50.0,2,100.0,2025-07-07
1091,17,Customer_17,cust17@example.com,CA,2,Phone,Electronics,800.0,4,3200.0,2025-07-29
1092,28,Customer_28,cust28@example.com,CA,4,Keyboard,Accessories,100.0,1,100.0,2025-08-24
